id,name,category,city,longitude,latitude
7ca9f849-d2bc-411c-aa94-398186f1f689,Radio City Reserve Manufactured Home Community,mobile_home_park,Fayetteville,-86.5896547,35.1593253
c7cf2bd8-83f8-4686-85fc-c9c4dfd3dc6c,Duck River Estates,mobile_home_park,Columbia,-87.0710759,35.6387704
ea08966d-c6a5-4c89-a4c9-a75480be6deb,Woodland Mobile Village,mobile_home_park,Columbia,-87.0469124,35.6071139
87b273ea-e4ca-4863-b366-64ae91bafa53,Columbia Mobile Home Community,mobile_home_park,Columbia,-87.0079767,35.6471534
2f709c90-76cd-4fc8-a8c4-c3731519d64f,American Mobile Village,mobile_home_park,Columbia,-87.0085545,35.6502867
873a4eb4-6835-408e-ae4a-0513831ff65c,Franklin Estates Mobile Home Park LLC,mobile_home_park,Franklin,-86.8929193,35.9153229
2d095bc6-4e6d-4744-9298-dbd98a4e0d09,Safe Haven Family Shelter,homeless_shelter,Nashville,-86.7643983,36.1436673
03a595b2-727c-4339-be9d-e61a5ad2cda8,Room In The Inn,homeless_shelter,Nashville,-86.778953,36.1523027
9d640b33-d6b7-4429-9561-e214d91f6486,Nashville Rescue Mission,homeless_shelter,Nashville,-86.7772771,36.1536969
c98ab748-b12a-4c93-90b7-f06886bd7aaa,Restoration Pointe,homeless_shelter,Nashville,-86.780663,36.162546
1d2d4204-8817-4bfd-970b-764ec562884a,Shady Hills,mobile_home_park,Nashville,-86.7712657,36.2015099
cfea7957-bf28-4e81-9738-a692576836f2,Murfreesboro Road Trailer Park,mobile_home_park,Nashville,-86.7385234,36.1402075
e43da5ac-60d6-4f2d-9860-ed05f08d438a,Stonegate Manufactured Housing,mobile_home_park,Mt Juliet,-86.5062147,36.1735823
07df1fc1-f8b7-4812-9b85-c42e5da76fd2,Club House,mobile_home_park,La Vergne,-86.5460265,36.0266972
9747c3ab-090e-436b-b76c-b41f2d11c755,My Place at Old Towne Village,mobile_home_park,Smyrna,-86.5173483,35.9793067
0a0a0a64-1df3-43e7-99af-2b8b8c9f7d7a,Cedar Park Mobile Estates,mobile_home_park,Murfreesboro,-86.3659446,35.8679321
f8b57559-079c-4020-a594-67d5639836a2,Cedar Park Pointe Mobile Home Park,mobile_home_park,Murfreesboro,-86.3660651,35.8679335
93cd32c4-19f2-4017-8766-88bf391dc819,Byrnwood,mobile_home_park,Murfreesboro,-86.364998,35.8663354
4fd47b90-75ad-4aac-865a-9db5e50f7331,"Live and Let Live, Dekalb county TN",homeless_shelter,Smithville,-85.79565,35.95811
b4951d04-91c4-4b61-88e6-90d374832ece,Brooks House,homeless_shelter,Lebanon,-86.2834029,36.2095087
63f38af2-3ca5-4f83-8834-b5909699cf56,Compassionate Hands,homeless_shelter,Lebanon,-86.2896201,36.2098687
8e4546aa-3718-449e-ab88-503fe545357d,"Cedarcroft Home, Inc",homeless_shelter,Lebanon,-86.2906128,36.204681
02c8d179-352e-419a-b756-405d5a1630fc,Weatherly Estates,mobile_home_park,Lebanon,-86.3059708,36.1837435
8225bd79-3a43-4f46-aecd-90256b5eda5e,A & L Mobile Home Village,mobile_home_park,Gallatin,-86.4590655,36.3859811
2d5b9fe6-ebda-4c25-992b-c34ae705f050,Hillsdale Estates,mobile_home_park,Dixon Springs,-86.0585999,36.4441042
73cf4f67-4810-483a-ae5a-c55a1f61a456,Cozy loving village,mobile_home_park,Gallatin,-86.4450471,36.400944
a705ca29-ad48-4344-9667-9f01ae4f5165,Hillview Acres Mobile Home Park,mobile_home_park,Goodlettsville,-86.742928,36.2915744
dceb54ba-e142-4d1d-a8f4-4c4661ea2b8b,Madison Trailer Park,mobile_home_park,Nashville,-86.7120072,36.2733594
5f361d7a-a46e-4c14-9a75-2e1faf57a3b3,Old Hickory Pointe Mobile Home Park,mobile_home_park,Nashville,-86.6739455,36.2590714
5fd3e932-ea75-4162-b7d0-0fc6022b8c6a,Ranchwood Mobile Home Park,mobile_home_park,Nashville,-86.766713,36.211626
f7f1eac4-eadc-4552-a3f5-4a579af2b92f,Family Estates Trailer Park,mobile_home_park,Nashville,-86.7649476529488,36.21795213558443
e2354738-a979-4b15-831e-777bf5ded079,Village Hills RV and Mobile Home Community,mobile_home_park,Nashville,-86.753701,36.2595109
859105d7-fc15-4aed-8a44-56b12c93564a,Valley View Mobile Home Park,mobile_home_park,Goodlettsville,-86.7173864,36.3324384
69f22abd-7ac8-4aa0-b614-2a2fc5892757,Cedarwood Mobile Home and RV Park,mobile_home_park,Millersville,-86.7153043,36.3620832
6713c015-f582-4d1e-b56e-aa0147466d19,Country Livin Estates,mobile_home_park,Goodlettsville,-86.7263425,36.3763778
c25004ad-b231-40b8-ac88-c555bee22daf,Old Fire House,homeless_shelter,Clarksville,-87.3285969,36.5164079
afeb0394-f985-4f20-8622-46308af3cd6a,Blue Sky Estates,mobile_home_park,Clarksville,-87.3908257,36.5493403
c6cea1fd-3734-42f7-9878-026631cd2004,Burns Mobile Home Park,mobile_home_park,Dickson,-87.3379467,36.0606075
76f1039c-6eeb-4149-9586-1a1587986e38,"The Care Giving Elite, LLC",homeless_shelter,Dickson,-87.543016,36.1695769
8ab7dbfb-e3d1-41c9-a9ea-6151d5c362a2,Green Acres Mobile Home and RV Community,mobile_home_park,Union City,-89.0669156,36.4198567
b3ed5561-4375-4b56-8b87-52b05ffbef2e,Oakshire Homes,mobile_home_park,Union City,-89.0258527,36.3995467
6e889b09-97a7-4358-88fd-3abb586a23f9,Slaughter's Mobile Homes,mobile_home_park,Dyersburg,-89.3301633,36.0769331
4fbab1fd-bc95-4db7-8bb9-11346e0e8f4d,The lamb complex,homeless_shelter,Newbern,-89.2616567,36.1166639
a0196fe5-3596-4c3a-ae41-b98b4c7ad9e9,Newbern Housing Authority,homeless_shelter,Newbern,-89.26023,36.122369
83eac695-586c-45ab-835f-0270ee3a44ef,Shady Hill Trailer Park,mobile_home_park,Milan,-88.7866936,35.9355059
2f97189f-a64a-475b-a94b-ae68e57c0448,Westhaven Mobile Home Park,mobile_home_park,Humboldt,-88.9280416,35.8291611
57b0ee5d-ed3d-4efc-8933-0977218aa6ff,Second Chance Developmental Treatment Center,homeless_shelter,Jackson,-88.8090253,35.6150126
26ca5177-80ad-44b1-8406-8958c6ad124f,H.E.L.P Ministries,homeless_shelter,Jackson,-88.819529,35.622279
f7ecd334-394c-42ad-b8e3-020a35f15c06,Parkway Village Pointe,mobile_home_park,Jackson,-88.7838686,35.6399239
201c5281-2589-436f-90aa-a0aec893506d,Smithville Mobile Home Park,mobile_home_park,Covington,-89.667413,35.5359952
390b902b-dc42-4fa3-85f3-5a91b48635bf,Shady Oaks Mobile Home Park,mobile_home_park,Millington,-89.893635,35.339069
2e2af5cb-6557-49aa-bf4a-1a78cc653f26,Shady Oaks (TN),mobile_home_park,Millington,-89.8935765,35.3388838
3ea2ed22-8092-45fc-9faa-1d0842a0b534,Flag City Mobile Home Community,mobile_home_park,Millington,-89.8968185,35.3554948
adf04c2d-f6a1-4041-a986-6d450a1ac52a,Southern Meadows Mobile Home Community,mobile_home_park,Millington,-89.8513524,35.332347
21dc8b42-bc4f-4d56-afd1-9dcffc53d9ea,Allentown Mobile Home Park,mobile_home_park,Memphis,-89.9281751,35.2607491
22c318fa-15d4-409e-ae2f-3b1735fc27fe,Pecan Circle,mobile_home_park,Memphis,-89.9249592,35.2443141
d190363b-69d8-43d9-b9cd-e41e34882bfd,Merge Memphis,homeless_shelter,Memphis,-89.9989051,35.1707715
dc671751-7377-414b-9ec7-308f1ad20407,Green Acres Mobile Home Park,mobile_home_park,Memphis,-89.8335938,35.1994953
a3c153e5-ab23-4520-abe9-91e1d13cf9ed,DeWitt's Golf Cars & Trailers,mobile_home_park,Oakland,-89.50938510984021,35.22876155005456
3cefe10d-7eda-4f78-864b-30023c35be4e,Fayette Hope House for Women,homeless_shelter,Somerville,-89.4245597,35.2355151
09299887-9c4a-4bfd-abb0-beceb9cb476f,Bolivar Oaks Mobile Home Park,mobile_home_park,Bolivar,-89.0226144,35.2851733
78c154c6-0ffc-4f46-9200-84bc353a18aa,Silver Pines Mobile Home Park,mobile_home_park,Waynesboro,-87.7621008,35.3425967
f74e5f43-6798-44e2-9554-2418007088ac,Countrywood Estates,mobile_home_park,Lawrenceburg,-87.2694922,35.2268448
d946f386-823f-4282-b7e9-3e2f4cdd9b43,Summer Manor Community,mobile_home_park,Memphis,-89.959253,35.150768
d6ceebc1-8f6d-4b61-b03a-a41969a11678,Memphis Union Mission,homeless_shelter,Memphis,-89.9618105,35.1366154
591f4a0e-d04c-4299-b74e-ae075dffcbc0,Alpha Omega Veterans Services - Depot,homeless_shelter,Memphis,-89.9881588,35.0816033
3ea07fee-9ae7-437f-9b5b-e14aac9bf86e,Memphis Housing Authority,homeless_shelter,Germantown,-89.83807,35.100686
e57c4a2c-9ac3-42ef-b20f-2a667fd64258,Oakhaven Village Mobile Home Community,mobile_home_park,Memphis,-89.9626617,35.0212478
5166baf2-6cec-468b-abd0-e65fdf828fdc,Oakhaven Village Mobile Home Community,mobile_home_park,Memphis,-89.9596308,35.0213166
f6aae108-7f4b-407d-b91e-ac2935059383,Cedar Creek Reserve Manufactured Home Community,mobile_home_park,Fayetteville,-86.5719976,35.0556412
0755cd7e-5c8b-492d-b2fd-e5b99097a4ab,The Chattanooga Rescue Mission,homeless_shelter,Chattanooga,-85.2878488,35.0278175
4e5d655c-d42b-4841-a393-0ed0c8708973,Chattanooga Room In the Inn,homeless_shelter,Chattanooga,-85.2784847,35.0408205
4d7c0243-9d9a-48a5-9b44-e702ec8c2c07,Cedar Creek Mobile Home Park,mobile_home_park,Chattanooga,-85.1445886,35.0538949
73778e2a-aa82-4951-be6c-d22fdfba0ce8,Riggs Trailer Park,mobile_home_park,Chattanooga,-85.1963483,35.0259468
2afbe00b-fcd9-4aa9-bff5-09e9ab5019aa,Doing What We Can Homeless Outreach,homeless_shelter,Chattanooga,-85.227473,35.0122686
8f7084f1-b758-4df6-b874-25b67f95cf96,Glenwood Trailer Court,mobile_home_park,McDonald,-84.9376637,35.13365
146cb9a5-3238-4d47-bc39-f5e91319be80,Spring Place MHP,mobile_home_park,Cleveland,-84.8241652,35.0917355
cb8cc431-f14e-449c-b05f-7e020e18fb7f,Cleveland Emergency Shelter,homeless_shelter,Cleveland,-84.8701759,35.1511154
4f65d7a4-a18f-4bc1-bb05-4dfc3c28407a,Cleveland Housing Authority,homeless_shelter,Cleveland,-84.86408,35.1453
25bcf125-c05b-40cf-9988-b431c44024ad,Crowder Hill Mobile Home Park,mobile_home_park,Madisonville,-84.3640709,35.50668
74acda3f-c29e-42a6-9452-b809f6044d4d,Rockford Park,mobile_home_park,Maryville,-83.9615087,35.8207655
7d3c9b22-7744-4930-b311-d1cef42529d2,Stonecreek,mobile_home_park,Maryville,-84.015992,35.7862856
cab234b0-9385-481d-804f-bb394a40cec7,Kensington Place,mobile_home_park,Maryville,-83.8982844,35.760394
02590f69-815f-4bcb-a4cb-71de28c7bcca,VMC Street Outreach - Knoxville,homeless_shelter,Knoxville,-83.9264898,35.7605548
0b649c7d-80ca-49b3-a0a9-59af852c6c1f,Oak Ridge Estates,mobile_home_park,Knoxville,-84.152787,35.979389000000005
01bcf26f-a335-49fa-8bb0-425d64fe2a91,Volunteer Village,mobile_home_park,Knoxville,-84.1545635,35.9817642
84ae8f23-76e9-4ec3-8e11-bd2e1018b3a4,Hidden Ridge Mobile Home Park,mobile_home_park,Powell,-84.0818824,36.0251363
d4bf8576-69ec-4426-8d16-f9bc1446f938,Madison Place,mobile_home_park,Knoxville,-84.05998614094202,35.963208285939864
d53388c9-3e7e-4a50-95ca-7beed3adf6e1,Farragut Park,mobile_home_park,Knoxville,-84.0504951,35.9659204
5043a9c3-0752-447f-9e3f-b1009028a55d,Amherst Ridge,mobile_home_park,Knoxville,-84.0486327,35.9650713
a0642a1a-3dc8-4232-b50a-576c45498999,Braddocks Place Hoa,homeless_shelter,Knoxville,-84.077513,35.898327
c2dd6805-a48e-466a-b1e1-efb22084e4f7,Verandas On Flenniken,homeless_shelter,Knoxville,-83.9116649,35.9401574
07f053e8-cc92-48dd-83b9-04ac864ff700,The Mend House Sober Living Community,homeless_shelter,Knoxville,-83.9330152,36.0324932
592db40c-969c-4a5c-9cff-eecbdc3db003,Family Promise of Knoxville,homeless_shelter,Knoxville,-83.9683465,35.9621357
0554702f-c914-4d23-a313-c9cb06f9cf9c,Dogwood MobileHome Park,mobile_home_park,Knoxville,-83.991991,36.0081743
924d056f-4155-4ccd-90a1-1be94b43aa08,Tillery Drive Mobile Home Park,mobile_home_park,Knoxville,-83.9649282,36.0033043
13aad8bd-e1f8-4cc1-bbad-4b073fef8005,Yes! Communities,mobile_home_park,Knoxville,-83.9281233,36.0597251
6d874e53-e9d0-4a86-a392-4ce9302e4fc4,Plantation Acres Mobile Home,mobile_home_park,Knoxville,-83.7760029,36.0796922
925dd3e4-5f03-4b43-a24f-f7e38d8eea57,Woodbury Mobile Home Community,mobile_home_park,Corryton,-83.7919023,36.1763311
de3b120a-eb02-4757-8e6b-adee44c3242d,Woodhaven Mobile Home Park,mobile_home_park,Clinton,-84.0746479,36.1763788
52fe6028-db7c-4d90-bbd8-57136e48dc6c,Ben's Home Center,mobile_home_park,Clinton,-84.2297316,36.0621684
efb711b4-546c-4394-87b4-3792fe6e6b52,Norris Estates,mobile_home_park,New Tazewell,-83.6119971,36.4368819
cf2fab5c-11a9-4e88-810f-d137b9b62e7b,Ball Trailer Parks,mobile_home_park,Morristown,-83.2397651,36.2386769
473f4477-cb6e-4013-9166-922c5cf718fc,Crestmore Pointe,mobile_home_park,Morristown,-83.2846194,36.2364179
0f0dd874-6922-47a3-b8f0-63767b99d04f,Greeneleigh Village,mobile_home_park,Midway,-83.0328019,36.2015245
decddfe3-7c28-45e5-b9d9-b972f5b74ce4,Country Side Mobile Home Park,mobile_home_park,White Pine,-83.2764946,36.1060316
68bf8ad7-1cd0-4ded-bf6c-2cc7f98fe807,MATS Shelter,homeless_shelter,Morristown,-83.3004099,36.2094558
5bef50c3-5dd7-4b77-8d31-a90255166756,Paradise Pointe,mobile_home_park,Jefferson City,-83.470712,36.090364
f88b1892-6692-4884-9c19-bbbcec34bf15,Samaritan House Family Ministries,homeless_shelter,Jefferson City,-83.4891877,36.1035201
d3a47c7c-af5a-4d40-a503-9c5db982ac79,Twin Peaks Mobile Home Park,mobile_home_park,Dandridge,-83.421943,36.028346
10131dc6-7280-48fd-87d0-0b1110fe5d51,Westbury Oaks,mobile_home_park,Sevierville,-83.5827146,35.8644323
d77be48b-a587-40a6-a52d-79fc4224e696,Sevierville Housing Authority Maintenance,homeless_shelter,Sevierville,-83.548145,35.861661
f6b1f40e-b5f3-499d-b76e-816bf2549a48,Newport Housing Authority,homeless_shelter,Newport,-83.175562,35.972962
ef63995b-7854-46fe-b07d-ea5d9dca95fc,Three Oaks Mobile Home Park,mobile_home_park,Newport,-83.1791451,35.9834044
36250f4d-e4f1-4875-a3c3-6d3cab3d5c8a,Ravenwood Manufactured Housing Community,mobile_home_park,Greeneville,-82.7862022,36.194355
c3f8425a-550e-4b31-a5d0-592e39b0e76e,Silverlake Estates,mobile_home_park,Church Hill,-82.689732,36.518978
b5a6d3d2-5f1c-4d3e-9420-1b6c59a8dd2a,Kingsport Housing Authority,homeless_shelter,Kingsport,-82.5615545,36.5476521
caf3a23d-1d73-4877-9a42-b6e4b34efc76,MeadowBrook Mobile Home Village,mobile_home_park,Johnson City,-82.2897676,36.3079518
6e15d08b-8a29-4994-a493-6d60e23d0aa5,Manna House,homeless_shelter,Johnson City,-82.3502731,36.3143465
a6b15868-a0df-474d-8bdc-34ef40aa89ff,Haven of Mercy Ministries,homeless_shelter,Johnson City,-82.3553211,36.3183857
ee63ae2e-b66c-435b-b394-d910158216af,McKinley Mobile Home Park,mobile_home_park,Johnson City,-82.3984228,36.3036078
a4bba600-e810-47ad-ac70-afd15aaaeaf5,Heritage Park,mobile_home_park,Johnson City,-82.3287951,36.2952488
f91a2adc-afc0-423b-9da0-1688250e4f6f,River's Edge,mobile_home_park,Hampton,-82.17711279,36.27338851
790e1aaa-6deb-4af1-b44c-deda06864fc0,M H Canter Mobile Home Park,mobile_home_park,Elizabethton,-82.2177428,36.3557495
02ee8032-b221-4447-8cf6-c0f398ea69f5,Dogwood Acres,mobile_home_park,Bristol,-82.2456839,36.5307989
125bd40f-14e1-405b-b72f-1094c4129dc7,Bristol Heights Mobile Home Estates,mobile_home_park,Bristol,-82.1768602,36.5567146
0c4c0e43-9a22-45c1-9407-a1498a652272,Agricamp Altogarda,mobile_home_park,Arco,10.879521,45.90988
